From Date,PM2.5,PM10,NO2,SO2,CO,Ozone,SR,RH,WS,WD
2020-04-18 23:15,27.88,30.13,74.11,6.85,0.63,13.9,22.42,80.76,9.12,118.85
2020-04-18 23:30,27.14,30.03,66.25,6.36,0.6,15.26,22.43,81.75,8.52,115.78
2020-04-18 23:45,26.88333333,29.225,71.48,6.56,0.635,15.04,22.425,82.505,8.285,116.105
2020-04-19 00:00,26.62666667,28.42,76.71,6.76,0.67,14.82,22.42,83.26,8.05,116.43
2020-04-19 00:15,26.37,27.51,69.19,6.56,0.59,14.38,22.44,83.63,7.95,44.92
2020-04-19 00:30,25.23,27.24,72.12,6.49,0.6,14.3,22.43,83.82,7.92,56.31
2020-04-19 00:45,24.66,26.52,69.1,5.66,0.59,13.83,22.41,84.48,11.2,61.26
2020-04-19 01:00,24.89,26.17,74.33,5.79,0.66,13.35,22.42,85.18,8.33,121.18
2020-04-19 01:15,25.12,25.82,70.74,5.62,0.67,12.8,22.41,85.75,10.35,70.68
2020-04-19 01:30,25.35,25.47,77.71,6.01,0.58,12.14,22.42,86.29,7.84,98.79
2020-04-19 01:45,24.05,25.34,82.22,6.21,0.67,11.45,22.43,86.49,5.4,82.31
2020-04-19 02:00,24.04,25.09,91.95,6.02,0.64,10.34,22.42,86.73,5.69,117.72
2020-04-19 02:15,24.24,25.53,80.58,5.79,0.63,11.1,22.47,86.56,5.38,99.68
2020-04-19 02:30,24.31,25.54,75.47,5.26,0.66,11.16,22.39,86.65,6.25,112.35
2020-04-19 02:45,24.08,25.48,79.98,6.22,0.65,11.61,22.41,86.8,6.58,98.47
2020-04-19 03:00,24.65,25.08,85.49,5.74,0.63,10.54,22.44,86.85,5.14,63.25
2020-04-19 03:15,24.83,25.26,84.79,5.13,0.64,10.89,22.41,86.49,4.16,60.73
2020-04-19 03:30,24.96,25.31,76.25,5.44,0.71,12.54,22.4,85.67,4.1,104.65
2020-04-19 03:45,24.59,24.9425,81.17,6.21,0.67,12.39,22.43,85.14,5.28,110.04
2020-04-19 04:00,24.22,24.575,77.78,6.45,0.62,12.14,22.44,84.72,4.06,179.2
2020-04-19 04:15,23.85,24.2075,69.68,6.34,0.7,11.91,22.43,84.66,4.54,72.13
2020-04-19 04:30,23.48,23.84,91.25,6.33,0.68,11.86,22.43,84.5,5.09,72.98
2020-04-19 04:45,23.678,24,82.16,6.56,0.59,12.24,22.41,84.78,5.93,176.99
2020-04-19 05:00,23.876,24.16,74.35,6.64,0.65,11.82,22.41,84.95,4.59,102.2
2020-04-19 05:15,24.074,24.32,88.29,6.49,0.64,9.7,22.43,84.84,2.6,227.96
2020-04-19 05:30,24.272,24.48,67.54,6.74,0.69,11.31,22.39,85.05,3.17,228.83
2020-04-19 05:45,24.47,24.64,79.91,6.61,0.65,9.69,22.59,85.14,2.37,257.98
2020-04-19 06:00,24.345,24.495,71.77,7.09,0.64,8.47,24.89,85.51,1.76,245.8
2020-04-19 06:15,24.22,24.35,70.6,6.63,0.75,9.56,33.55,85.41,3.1,247.2
2020-04-19 06:30,25.02,25.41,69.8,7.01,0.7,8.19,54.7,85.28,2.49,250.57
2020-04-19 06:45,25.2925,25.6775,81.79,6.7,0.76,6.71,94.41,85.29,2.31,258.99
2020-04-19 07:00,25.565,25.945,84.87,6.87,0.71,8.53,136.94,83.85,2.39,154.43
2020-04-19 07:15,25.8375,26.2125,86.79,6.78,0.77,8.91,183.58,81.52,2.23,173.74
2020-04-19 07:30,26.11,26.48,86.93,6.18,0.74,11.31,238.33,76.63,5.68,168.95
2020-04-19 07:45,26.004,26.419,88.73,6.46,0.71,11.97,239.95,72.67,3.35,175.82
2020-04-19 08:00,25.898,26.358,92.15,6.1,0.79,14.44,315.72,69.16,4.04,173.58
2020-04-19 08:15,25.792,26.297,76.1,6.71,0.71,14.95,394.97,65.52,5.03,248.79
2020-04-19 08:30,25.686,26.236,76.66,6.37,0.73,16.12,420.05,63.79,7.8,221.12
2020-04-19 08:45,25.58,26.175,81.21,7.97,0.63,15.49,405.32,62.18,7.93,256.76
2020-04-19 09:00,25.474,26.114,73.05,7.71,0.71,16.72,518.23,60.23,7.36,236.97
2020-04-19 09:15,25.368,26.053,64.72,7.41,0.75,16.99,623.7,57.75,5.77,241.88
2020-04-19 09:30,25.262,25.992,65.18,6.94,0.74,18.92,393.19,55.99,9.4,196.44
2020-04-19 09:45,25.156,25.931,75.15,7.47,0.74,20.2,497.55,56.91,6.17,256.6
2020-04-19 10:00,25.05,25.87,75.05,7.91,0.72,20.85,449.56,55.11,5.96,260.15
2020-04-19 10:15,24.49,26.2,77.56,6.89,0.69,20.99,829.63,51.17,7.09,250.81
2020-04-19 10:30,24.59,25.53,80.56,7.29,0.72,21.37,740.14,50.25,10,228.42
2020-04-19 10:45,24.43,24.8,65.21,7.4,0.74,22.49,791.63,48.61,7.67,234.48
2020-04-19 11:00,24.436,24.79,80.45,7.51,0.67,23.96,681.13,48.71,7.67,263.69
2020-04-19 11:15,24.442,24.78,67.58,7.51,0.69,26.33,538.89,47.87,9.25,208.37
2020-04-19 11:30,24.448,24.77,73.06,7.25,0.76,26.45,621.1,47.61,6.25,222.1
2020-04-19 11:45,24.454,24.76,85.02,7.49,0.75,28.46,404.57,47.08,8.57,206.74
2020-04-19 12:00,24.46,24.75,86.98,7.33,0.75,30.52,372.5,45.49,8.6,181.66
2020-04-19 12:15,24.39,24.69,76.33,7.36,0.67,28.81,399.05,45.35,7.38,254.03
2020-04-19 12:30,24.35,24.69,85.31,6.77,0.65,19.4,584.54,41.18,6.57,227.97
2020-04-19 12:45,23.44,24.49,74.9,6.68,0.63,27.65,583.61,37.99,6.99,264.66
2020-04-19 13:00,24.36,24.46,79.1,7.6,0.73,27.85,532.7,35.43,8.68,289.03
2020-04-19 13:15,23.83,24.26,83.19,7.66,0.72,28.79,594.06,33.83,8.06,253.12
2020-04-19 13:30,23.17,23.94,61.74,7.37,0.66,30.72,483.43,32.65,8.88,243.43
2020-04-19 13:45,22.18,23.94,74.87,7.49,0.69,30.73,643.87,31.35,7.47,235.89
2020-04-19 14:00,20.98,23.6,57.06,7.76,0.65,32.48,510.72,31.22,11.65,262.15
2020-04-19 14:15,20.54,23.12,63.88,7.33,0.69,31.08,513.41,31.17,9.14,255.76
2020-04-19 14:30,20.46,22.78,79.98,6.92,0.66,29.27,469.25,29.87,7.13,237.72
2020-04-19 14:45,20.04,22.32,70.89,6.81,0.66,30.8,579.63,30.06,6.73,243.1
2020-04-19 15:00,19.85,21.68,72.08,7.21,0.67,29.51,511.22,27.66,9.46,273.99
2020-04-19 15:15,19.35,21.71,63.14,6.53,0.65,29.64,353.15,30.4,8.64,275.06
2020-04-19 15:30,19.68,21.4,65.45,6.59,0.65,30.56,321.38,31.17,8.12,304.83
2020-04-19 15:45,19.57,20.59,53.71,6.21,0.67,30.31,289.97,29.27,10.79,299.76
2020-04-19 16:00,19.79,20.48,62.01,6.72,0.68,31.3,449.38,28.33,10.86,295.03
2020-04-19 16:15,19.78,20.71,66.14,6.9,0.58,31.48,272.53,26.95,9.95,288.29
2020-04-19 16:30,19.34,20.7,79.39,6.76,0.65,33.2,160.04,29.91,7.44,300.75
2020-04-19 16:45,18.68,20.53,72.79,6.83,0.58,30.01,339.6,27.23,6.44,268.09
2020-04-19 17:00,17.87,20.2,76,5.9,0.59,30.91,295.39,26.55,9,253.16
2020-04-19 17:15,17.94,19.69,65.48,6.55,0.66,30.32,138.63,28.19,11.1,203.11
2020-04-19 17:30,17.81,19.57,90.16,7.31,0.63,31.27,67.01,30.28,4.98,273.97
2020-04-19 17:45,18.2,19.57,96.39,6.91,0.57,30.07,62.53,31.41,3.82,289
2020-04-19 18:00,18.92,18.95,99.91,6.87,0.62,28.31,39.41,32.27,3.63,282.49
2020-04-19 18:15,18.655,19.475,99.55,7.21,0.68,28.29,31.01,33.01,4.23,277.79
2020-04-19 18:30,18.39,20,100.91,6.65,0.6,27.56,24.34,34.27,5.04,300.26
2020-04-19 18:45,18.06,20.28,102.8,6.2,0.63,24.5,22.52,34.93,3.36,277.95
2020-04-19 19:00,18.55,20.01,103.97,6.47,0.67,24.22,22.44,35.85,3.45,290.7
2020-04-19 19:15,18.65,21.02,99.56,7.04,0.65,24.37,22.43,36.24,5.08,220.29
2020-04-19 19:30,19.01,22.26,92.68,6.64,0.62,25.13,22.41,36.77,4.79,204.18
2020-04-19 19:45,19.85,23.13,76.96,7.04,0.69,23.38,22.44,49.47,7.83,92.86
2020-04-19 20:00,21.78,24.19,64.05,6.68,0.67,22.74,22.42,62.49,10.69,45.7
2020-04-19 20:15,23.8,25.75,68.93,6.37,0.68,21.63,22.43,64.53,8.34,136.29
2020-04-19 20:30,25.53,26.88,66.96,5.81,0.74,20.91,22.43,66.76,7.28,137.77
2020-04-19 20:45,26.06,27.89,85.83,6.22,0.7,19.9,22.44,68.77,5.53,133.25
2020-04-19 21:00,26.2,28.71,81.4,6.07,0.76,20.17,22.41,70.62,7.71,45.08
2020-04-19 21:15,27.82,28.77,86.35,7.15,0.7,18.85,22.44,72.26,6.98,81.63
2020-04-19 21:30,29.27,29.56,79.44,6.61,0.7,18.62,22.44,73.52,6,33.1
2020-04-19 21:45,29.81,30.64,70.95,7.6,0.66,18.19,22.41,74.51,8.02,76.98
2020-04-19 22:00,30.44,31.06,69.03,7.39,0.74,18.79,22.42,75.9,5.57,133.5
2020-04-19 22:15,30.99,31.21,74.89,7.37,0.68,18.08,22.43,76.92,6.74,83.46
2020-04-19 22:30,30.786,30.91142857,72.25,7.2,0.71,17.22,22.41,78.48,9.04,31.78
2020-04-19 22:45,30.582,30.61285714,74.49,7.23,0.69,16.73,22.44,79.85,6.86,89.85
2020-04-19 23:00,30.378,30.31428571,85.71,7.03,0.74,15.62,22.44,80.85,5.54,73.09
2020-04-19 23:15,30.174,30.01571429,95.12,6.9,0.71,13.61,22.4,81.32,3.79,174.94
2020-04-19 23:30,29.97,29.71714286,83.89,7.68,0.73,14.12,22.44,81.73,4.71,106.44
2020-04-19 23:45,29.766,29.41857143,80.96,7.58,0.705,14.105,22.43,82.245,4.795,147.155
2020-04-20 00:00,29.562,29.12,78.03,7.48,0.68,14.09,22.42,82.76,4.88,187.87
2020-04-20 00:15,29.358,29.40333333,85.09,7.17,0.69,13.6,22.44,83.19,4.54,117
2020-04-20 00:30,29.154,29.68666667,88.1,6.15,0.67,13.32,22.41,83.92,4.07,132.63
2020-04-20 00:45,28.95,29.97,90.2,7.11,0.7,11.85,22.43,84.19,2.43,170.7
2020-04-20 01:00,29.22,30.9,80.65,6.74,0.71,13.52,22.44,84.38,2.84,309.8
2020-04-20 01:15,28.47,30.97,74.27,7.31,0.72,11.26,22.43,84.37,2.59,282.66
2020-04-20 01:30,28.1,30.9,64,7.36,0.68,11.79,22.44,84.1,4.44,283.99
2020-04-20 01:45,27.6,30.76,70.43,7.09,0.73,10.9,22.41,83.91,3.43,279.96
2020-04-20 02:00,27.45,29.91,83.56,7.28,0.72,10.25,22.43,84.01,3.02,300.83
2020-04-20 02:15,26.81,29.82,75.44,6.73,0.74,10.45,22.44,83.84,3.02,274.99
2020-04-20 02:30,26.49,29.02,69.94,6.82,0.73,11.77,22.44,83.98,4.22,289.96
2020-04-20 02:45,26.43,28.53,65.34,6.61,0.74,11.77,22.44,84.07,3.72,284.23
2020-04-20 03:00,25.47,28.35,67.62,7.1,0.7,11.19,22.42,84.42,4.12,284.08
2020-04-20 03:15,25.8,27.6,67.64,7.08,0.76,10.68,22.44,84.64,3.05,278.3
2020-04-20 03:30,25.55,27.02,78.25,6.41,0.75,11.28,22.44,84.55,2.78,292.23
2020-04-20 03:45,26.03,26.67,87.2,6.24,0.73,11.08,22.43,84.26,3.67,305.39
2020-04-20 04:00,26.49,26.955,87.2,5.98,0.67,10.94,22.46,84.37,2.54,299.32
2020-04-20 04:15,26.95,27.24,83.02,5.86,0.7,9.26,22.43,84.53,1.86,286.73
2020-04-20 04:30,26.12,27.41,86.93,6.35,0.62,10.85,22.42,84.47,2.55,303.55
2020-04-20 04:45,26.23,27.16,70.29,6.13,0.68,8.38,22.44,83.41,6.34,275.14
2020-04-20 05:00,26.02,27.11,68.33,5.95,0.72,8.54,22.44,76.93,8.34,242.48
2020-04-20 05:15,25.05,26.8,61.81,6.19,0.61,6.93,22.43,72.73,6.82,247.91
2020-04-20 05:30,23.48,25.81,53.25,6.2,0.66,6.24,22.41,71.92,7.84,250.62
2020-04-20 05:45,21.8,25.58,55.28,6.1,0.66,5.83,22.87,71.54,7.03,251.88
2020-04-20 06:00,20.07,24.07,58.04,6.73,0.66,5.79,26.3,72.08,7.48,247.4
2020-04-20 06:15,18.96,22.3,54.99,6.13,0.65,4.14,44.92,72.71,6,262.83
2020-04-20 06:30,17.52,20.36,50.22,6.03,0.65,4.69,80.01,72.82,8.7,259.35
2020-04-20 06:45,16.82,19.43,58.48,6.42,0.72,5.08,115.14,73.63,8.59,247.99
2020-04-20 07:00,16.01,18.2,62.17,6.62,0.67,5.31,181.86,74.39,8.86,256.39
2020-04-20 07:15,14.32,17.88,48.38,6.14,0.69,6.5,237.52,74.13,9.82,244.44
2020-04-20 07:30,13.82,16.69,50.39,7.02,0.68,6.86,204.47,74.22,12.29,236.52
2020-04-20 07:45,12.95,15.35,39.82,6.66,0.76,7.53,221.84,74.71,9.23,247.78
2020-04-20 08:00,12.65,13.99,41.6,6.62,0.69,8.42,250.97,73.52,12.09,251.31
2020-04-20 08:15,11.63,14.01,50.96,6.57,0.68,8.57,491.06,71.66,9.05,277.06
2020-04-20 08:30,11.02,13.62,52,6.55,0.67,10.35,313.82,67.63,10.42,244.75
2020-04-20 08:45,10.69,13.91,40.52,7.41,0.67,10.59,383.33,66.8,13.93,260.1
2020-04-20 09:00,11.27,14.01,36.56,6.89,0.67,11.99,476.71,64.6,9.15,262.19
2020-04-20 09:15,11.48,14.1,59.31,6.32,0.74,10.31,656.74,61.24,7.48,258.95
2020-04-20 09:30,11.41,14.18,52.5,7.12,0.69,12.55,635.63,56.96,9.91,261.28
2020-04-20 09:45,11.38,14.43,57.69,7.2,0.67,13.66,655.22,54.76,9.36,204.76
2020-04-20 10:00,11.32,14.25,50.5,6.85,0.69,14.36,690.04,55.47,10.18,250.13
2020-04-20 10:15,11.39,14.92,47.78,6.87,0.67,15.85,794.96,51.48,10.91,248.28
2020-04-20 10:30,12.42,15.43,57.72,7.15,0.74,18.05,613.95,49.37,10.08,286.92
2020-04-20 10:45,12.43,15.36,61.46,7.49,0.74,18.94,764.47,48.55,7.89,264.03
2020-04-20 11:00,12.28,15.4,63.2,6.91,0.67,19.48,724.52,42.97,8.18,286.66
2020-04-20 11:15,13.16,15.39,62.95,6.72,0.72,20.52,555.26,42.75,8.45,284.16
2020-04-20 11:30,13.3,15.12,74.06,7.26,0.68,21.34,642.26,42.5,12.17,281.95
2020-04-20 11:45,13.5,15.24,71.06,7.67,0.68,23.11,371.01,43.57,8.5,302.23
2020-04-20 12:00,14.22,14.72,81.05,7.42,0.71,21.1,691.78,40.76,10.67,276.22
2020-04-20 12:15,13.69,14.74,76.58,7.28,0.63,21.16,588.18,38.64,10.45,270.99
2020-04-20 12:30,12.3,14.59,73.65,7.71,0.7,22.03,947.47,37.66,6.87,194.89
2020-04-20 12:45,11.76,14.4,61.27,7.54,0.66,22.58,613.28,36.35,8.19,279.56
2020-04-20 13:00,12.56,14.66,61.53,7.13,0.64,23.1,586.19,35.17,8.89,204.81
2020-04-20 13:15,12.7,14.76,53.1,6.98,0.59,22.91,741.18,33.63,12.63,285.59
2020-04-20 13:30,13.03,14.2,60.07,6.16,0.62,22.84,460.95,31.83,8.14,280.41
2020-04-20 13:45,12.41,13.59,69.62,7.11,0.64,24.11,853.68,31.25,9.43,250.11
2020-04-20 14:00,12.07,13.52,60.16,6.46,0.64,23.78,838.63,29.99,15.8,271.27
2020-04-20 14:15,11.78,13.87,61.5,6.38,0.67,25.69,693.53,29.4,11.87,246.19
2020-04-20 14:30,11.77,13.87,55.73,6.68,0.69,25.42,673.58,28.07,9.64,198.34
2020-04-20 14:45,11.34,13.83,57.34,6.18,0.65,27.52,711.75,27.23,12.6,245.24
2020-04-20 15:00,12.06,13.32,46.96,6.28,0.59,27.97,671.5,27.96,11.92,244.58
2020-04-20 15:15,12.17,13.57,58.7,6.55,0.64,28.08,602.33,24.92,12.66,274.98
2020-04-20 15:30,12.32,13.77,62.83,5.69,0.68,27.41,538.65,24.99,12.03,216.73
2020-04-20 15:45,12.56,13.51,61.61,6.34,0.57,28.07,498.64,25.81,8.32,266.06
2020-04-20 16:00,12.615,13.26,59.47,6.99,0.52,29.06,451.43,23.96,15.5,261.85
2020-04-20 16:15,12.67,13.01,46.73,7.19,0.61,30.06,396.6,45.21,12.38,239.61
2020-04-20 16:30,12.77,13.07,50.05,7.21,0.62,30.2,343.17,36.93,12.89,250.88
2020-04-20 16:45,12.79,13.33,61.17,7.03,0.62,30.26,284.32,33.63,10.25,252.95
2020-04-20 17:00,12.81,13.59,58.87,6.98,0.6,30.24,229.44,33.19,13.36,244.79
2020-04-20 17:15,12.68,14.26,76.04,6.76,0.65,29.05,182.58,33.48,8.08,261.55
2020-04-20 17:30,12.58,14.77,61.15,7.43,0.63,31.04,138.31,33.7,10.79,257.72
2020-04-20 17:45,12.86,15.47,69.54,7.28,0.56,29.83,92.08,34.6,10.98,251.02
2020-04-20 18:00,12.7,15.38,58.64,8.01,0.62,29.67,51.96,36.92,11.27,259.52
2020-04-20 18:15,13.34,14.5,85.64,7.33,0.65,28.76,33.22,39.17,9.05,249.63
2020-04-20 18:30,13.54,14.92,90.39,7.44,0.59,26.3,25.21,36.44,8.23,269.36
2020-04-20 18:45,14.2,15.99,98.62,7.09,0.61,24.32,22.67,39.02,5.48,269.85
2020-04-20 19:00,14.86,16.68,101.03,6.64,0.69,20.01,22.41,39.5,4.73,270.28
2020-04-20 19:15,15.99,17.9,102.3,6.98,0.68,19.19,22.42,39.75,4.6,260.02
2020-04-20 19:30,17.42,19.44,100.7,6.52,0.69,20.29,22.43,40.18,3.77,240.55
2020-04-20 19:45,18.34,20.85,102.16,6.82,0.7,18.97,22.44,40.88,5.05,235.09
2020-04-20 20:00,19.52,22.35,105.36,6.95,0.76,16.62,22.42,42.07,2.59,257.17
2020-04-20 20:15,21.58,24.08,106.06,6.11,0.75,13.97,22.42,43.24,3.29,262.19
2020-04-20 20:30,23.9,26,101.47,7.22,0.77,10.76,22.43,43.01,2.29,266.35
2020-04-20 20:45,25.94,27.56,101.47,6.9,0.8,9.58,22.44,45.34,2.47,268.32
2020-04-20 21:00,28.22,30.13,90.16,6.44,0.76,15.76,22.39,52.14,6.79,125.32
2020-04-20 21:15,29.17,31.53,81.29,6.71,0.77,19.69,22.41,70.82,6.58,37.93
2020-04-20 21:30,30.96,32.01,75.16,6.09,0.78,19.18,22.42,78.02,7.04,33.15
2020-04-20 21:45,31.4,31.57,72.64,6.88,0.67,19.97,22.44,79.7,8.31,95.91
2020-04-20 22:00,30.85,31.13,69.57,7.36,0.74,19.36,22.39,80.89,7.74,76.5
2020-04-20 22:15,29.94,30.71,90.47,7.23,0.74,19.35,22.42,82.56,6,92.95
2020-04-20 22:30,28.4,30.27,82.21,7.46,0.73,19,22.41,82.82,5.86,102.76
2020-04-20 22:45,27.67,29.68,75.38,6.4,0.73,17.44,22.41,84.21,4.31,221.12
2020-04-20 23:00,27.24,29.28,83.62,7.2,0.73,17.58,22.44,84.65,5.29,15.73
2020-04-20 23:15,27.41,29.2,84.16,7.11,0.7,15.99,22.41,84.08,5.73,135.55
2020-04-20 23:30,26.75,28.54,80.86,6.62,0.72,15.73,22.4,84.56,4.53,147.53
2020-04-20 23:45,25.94333333,27.825,84.05,6.665,0.705,14.515,22.415,84.985,4.41,106.915
2020-04-21 00:00,25.13666667,27.11,87.24,6.71,0.69,13.3,22.43,85.41,4.29,66.3
2020-04-21 00:15,24.33,26.12,93.84,6.02,0.71,12.01,22.44,86.34,2.73,215.06
2020-04-21 00:30,23.04,25.9,92.33,7.4,0.74,12.9,22.43,85.47,3.42,108.72
2020-04-21 00:45,21.82,25.26,80.77,7.06,0.71,12.78,22.44,85.87,2.4,303.61
2020-04-21 01:00,20.25,24.9,95.64,7.13,0.7,11.8,22.42,85.82,3.14,184.32
2020-04-21 01:15,19.46,23.66,88.71,6.57,0.69,12.09,22.44,85.96,3.41,225.04
2020-04-21 01:30,19.02,23.37,80.02,7.15,0.73,12.39,22.41,86.14,2.65,250.78
2020-04-21 01:45,17.89,22.21,83.58,6.79,0.7,12.26,22.43,86.21,2.01,318.34
2020-04-21 02:00,18.02,22.04,84.4,6.97,0.68,10.68,22.42,86.83,2.15,300.03
2020-04-21 02:15,18,21.5,80.08,6.79,0.7,9.64,22.43,86.66,2.38,293.02
2020-04-21 02:30,18.03,20.74,75.05,7.12,0.63,9.55,22.43,86.53,2.22,309.88
2020-04-21 02:45,18.42,20.3,75.48,6.32,0.67,10.88,22.44,86.17,2.12,244.27
2020-04-21 03:00,18.24,21.28,79.02,6.41,0.7,8.23,22.43,87.28,1.48,266.83
2020-04-21 03:15,18.82,20.92,74.52,6.47,0.71,9.69,22.41,87.69,2.34,289.06
2020-04-21 03:30,19.1,20.31,77,7.64,0.7,9.23,22.43,87.46,2.69,285.77
2020-04-21 03:45,19.51,20.58,78.88,7.09,0.7,8.14,22.43,86.67,3.41,268.91
2020-04-21 04:00,20.73,20.83,78.84,7.21,0.69,7.9,22.43,85.56,3.16,250.44
2020-04-21 04:15,20.97,21.45,84.07,7.17,0.62,13.6,22.39,85.87,4.26,235.08
2020-04-21 04:30,20.6,21.81,83.69,7.49,0.66,13.63,22.39,85.41,4.22,237.09
2020-04-21 04:45,19.81,22.03,81.35,7.72,0.71,12.43,22.41,85.31,4.06,181.11
2020-04-21 05:00,19.71,22.31,78.86,7.42,0.67,11.42,22.4,85.79,4.27,240.36
2020-04-21 05:15,19.69,22.57,74.11,7,0.66,11.04,22.44,85.12,5.5,234.92
2020-04-21 05:30,20.07,22.62,65.39,6.94,0.65,11.02,22.41,84.11,7.98,247.92
2020-04-21 05:45,20.13,22.17,65.47,7.52,0.64,8.67,23.79,81.88,7.11,253.64
2020-04-21 06:00,20.1,20.66,54.55,7.15,0.73,6.69,30.69,80.15,8,257.92
2020-04-21 06:15,19.59,19.96,56.43,7.61,0.7,6.85,49.57,80.33,5.83,248.88
2020-04-21 06:30,19.08,19.26,66.6,6.83,0.69,5.44,80.95,79.76,5.61,260.47
2020-04-21 06:45,17.95,18.02,58.66,7.46,0.7,4.54,138.35,77.54,7.77,205.53
2020-04-21 07:00,16.4,17.88,52.53,7.3,0.69,6.03,146.03,76.89,7.59,271.54
2020-04-21 07:15,15.29,18.05,47.63,7.27,0.69,7.15,182.95,76.76,7.19,273.49
2020-04-21 07:30,13.72,18.13,49.31,7.72,0.73,7.29,261.06,75.08,8.31,271.21
2020-04-21 07:45,13.19,17.25,61.27,7.25,0.72,8.75,326.49,74.66,8.53,252.37
2020-04-21 08:00,13.64,17.39,48.44,7.76,0.77,9.39,353.67,72.87,8.82,269.23
2020-04-21 08:15,14.18,16.95,71.87,7.53,0.71,9.96,437.22,70.59,9.32,254.97
2020-04-21 08:30,13.36,15.51,55.48,7.33,0.71,10.61,462.68,70.56,8.5,268.38
2020-04-21 08:45,12.54,14.96,67.08,7.2,0.7,10.15,520.9,66.1,8.47,260.98
2020-04-21 09:00,13.25,15.53,62.72,7.98,0.77,11.53,576.81,64.31,6.25,279.84
2020-04-21 09:15,12.87,15.68,62.23,7.35,0.79,12.17,535.62,61.98,9.07,267.93
2020-04-21 09:30,12.63,16.24,86.06,7.78,0.79,11.45,493.87,61.52,5.2,274.41
2020-04-21 09:45,14.08,16.77,81.46,7.21,0.78,11.83,578.33,54.62,6.56,233.06
2020-04-21 10:00,15.71,17.4,85.38,7.59,0.71,14.69,615.8,56.35,7.12,224.89
2020-04-21 10:15,16.55,17.82,92,7.78,0.8,16.99,413.34,53.97,4.65,221.8
2020-04-21 10:30,16.66,18.48,93.57,6.96,0.76,15.57,783.29,52.79,5.36,131.49
2020-04-21 10:45,16.67666667,18.46333333,92.61666667,6.88,0.756666667,16.72666667,831.6466667,50.64333333,4.996666667,133.1366667
2020-04-21 11:00,16.69333333,18.44666667,91.66333333,6.8,0.753333333,17.88333333,880.0033333,48.49666667,4.633333333,134.7833333
2020-04-21 11:15,16.71,18.43,90.71,6.72,0.75,19.04,928.36,46.35,4.27,136.43
2020-04-21 11:30,16.21,18.52,93.98,7.08,0.77,21.33,887.26,45.29,4.93,114
2020-04-21 11:45,16.06,18.49,60.53,6.43,0.73,20.77,919.83,41.65,8.08,233.25
2020-04-21 12:00,14.75,18.42,80.42,6.95,0.63,22.98,893.8,39.93,4.17,264.48
2020-04-21 12:15,14.71,18.12,76.94,7.62,0.67,23.36,912.04,39.65,6.54,175.39
2020-04-21 12:30,14.91,18.08,81.12,7.01,0.69,25.71,903.95,38.37,6.49,183.7
2020-04-21 12:45,15.48,18.24,66.39,7.27,0.65,24.22,789.2,34.67,7.35,219.04
2020-04-21 13:00,15.02,18.37,84.01,7.55,0.65,26.13,931.11,32.39,7.82,243.77
2020-04-21 13:15,14.59,17.73,64.21,7.03,0.74,25.84,911.16,33,9.88,296.22
2020-04-21 13:30,14.35,16.7,65.93,6.51,0.73,27.09,629.58,31.82,5.55,215.91
2020-04-21 13:45,15.06,16.83,64.35,7.28,0.73,28.25,532.98,34.04,5.27,149.19
2020-04-21 14:00,15.74,17.33,86.28,6.37,0.63,27,520.27,31.87,6.51,246.89
2020-04-21 14:15,15.39,17.06,89.82,6.57,0.67,29.87,800.51,31.13,5.94,186.63
2020-04-21 14:30,15.58,16.78,92.2,6.14,0.68,26.7,693.93,29.85,4.89,160.22
2020-04-21 14:45,15.53,16.27,93.03,6.51,0.68,29.16,425.96,30.5,6.98,237.02
2020-04-21 15:00,14.83,15.83,67.51,6.24,0.66,32.48,476.03,29.7,4.66,310.92
2020-04-21 15:15,14.94,15.4,80.66,6.45,0.67,30.5,204,27.48,5.73,150.35
2020-04-21 15:30,15.146,15.585,83.23,6.98,0.67,26.44,453.64,27.16,5.07,79.31
2020-04-21 15:45,15.352,15.77,78.09,7.19,0.6,31.62,502.26,24.79,4.26,171.3
2020-04-21 16:00,15.558,15.955,84.61,6.52,0.61,32.42,434.93,24.37,5.81,199.97
2020-04-21 16:15,15.764,16.14,94.2,6.55,0.63,31.28,392.2,23.92,4.48,230.54
2020-04-21 16:30,15.97,16.325,89.66,6.66,0.61,34.59,330.41,23.51,6.09,245.98
2020-04-21 16:45,16.176,16.51,93.39,6.77,0.62,37.49,277.37,22.02,7.31,276.78
2020-04-21 17:00,16.382,16.695,96.5,6.3,0.68,35.67,231.73,23.21,4.34,237.58
2020-04-21 17:15,16.588,16.88,75.63,6.34,0.68,37.46,184.47,22.15,4.63,62.29
2020-04-21 17:30,16.794,17.065,87.32,6.19,0.59,39.01,140.06,21.81,3.73,191.96
2020-04-21 17:45,17,17.25,83.43,6.53,0.61,35.78,93.85,23.83,2.66,260.18
2020-04-21 18:00,16.27,16.87,78.33,6.89,0.66,30.96,45.13,35.82,7.98,216.54
2020-04-21 18:15,15.93,17.35,48.3,7.38,0.7,25.19,31.19,55.47,12.88,34.52
2020-04-21 18:30,16.35,19.01,50.06,7.18,0.64,22.39,24.01,60.62,12.5,135.83
2020-04-21 18:45,17.27,19.91,53.64,6.86,0.62,21.56,22.52,64.52,11.7,55.53
2020-04-21 19:00,18.07,20.51,56.27,6.92,0.67,19.9,22.43,67.25,10.75,91.83
2020-04-21 19:15,19.21,21.74,50.84,7.22,0.68,19.3,22.42,69.1,10.97,76.47
